Dep_Airport_ID,Schedules,Runway_ID,Num_of_Runways,Length,Width,Surface_Type_Condition,Edge_Light_Intensity,WBC_Single,WBC_Dual,WBC_Two_Dual,WBC_Tandem_Two_Dual,Base_Marking_Condition
S39,ALL/MON-FRI/0800-16:30,15/33,2,4053,40,ASPH-P,LOW,5,,,,G
S39,ALL/SAT-SUN/0900-1400,11/29,2,5405,75,ASPH-G,MED,30,,,,G
S39,ALL/MON-FRI/0800-16:30,11/29,2,5405,75,ASPH-G,MED,30,,,,G
RDM,ALL/ALL/0400-2000,05/23,3,7038,150,ASPH-G,HIGH,120,216,399,,G
RDM,ALL/ALL/0400-2000,11/29,3,7006,100,ASPH-G,MED,109,178,,,G
RBG,ALL/ALL/0800-1700,16/34,1,5003,100,ASPH-G,MED,42,54,88,,F
SLE,ALL/ALL/0730-DUSK,16/34,3,5146,100,ASPH-G,MED,39,52,,,G
SLE,ALL/ALL/0730-DUSK,13/31,3,5811,150,ASPH-G,HIGH,105,147,,,G
SPB,ALL/ALL/0800-DUSK,15/33,1,5100,100,ASPH-F,MED,30,50,90,,F
S21,"15 OCT - 14 MAY/ALL/0800-1800",18/36,1,5460,75,ASPH-F,MED,30,,,,G
S21,"MAY 15 - 14 OCT/ALL/0700-1900",18/36,1,5460,75,ASPH-F,MED,30,,,,G
DLS,ALL/ALL/0800-1700,13/31,2,5097,100,ASPH-G,MED,30,30,,,G
DLS,ALL/ALL/0800-1700,07/25,2,4647,100,ASPH-G,MED,30,30,,,F
TMK,ALL/ALL/0900-1700,01/19,2,2911,75,ASPH-G,MED,40,46,67,,G
TMK,ALL/ALL/0900-1700,13/31,2,5001,75,ASPH-G,MED,60,75,125,,G
CXY,ALL/ALL/0600-2300,08/26,2,5000,150,ASPH-G,HIGH,65,105,185,,G
CXY,ALL/ALL/0600-2300,12/30,2,3778,100,ASPH-G,MED,40,65,115,,G
PHL,ALL/ALL/ALL,09L/27R,4,9500,150,ASPH-G,HIGH,100,210,350,,G
PHL,ALL/ALL/ALL,09R/27L,4,12000,200,ASPH-G,HIGH,200,210,350,,G
PHL,ALL/ALL/ALL,17/35,4,6500,150,ASPH-G,HIGH,100,170,300,,G
PNE,ALL/MON-FRI/0500-0030,15/33,2,5000,150,ASPH-G,MED,40,55,,,G
PNE,ALL/SAT-SUN/0600-2230,15/33,2,5000,150,ASPH-G,MED,40,55,,,G
PNE,ALL/MON-FRI/0500-0030,06/24,2,7000,100,ASPH-G,HIGH,120,250,550,,G
PNE,ALL/SAT-SUN/0600-2230,06/24,2,7000,100,ASPH-G,HIGH,120,250,550,,G
AGC,ALL/ALL/ALL,13/31,3,3825,100,CONC-G,HIGH,20,22,,,G
AGC,ALL/ALL/ALL,10/28,3,6501,150,CONC-G,HIGH,90,120,210,,G
UNV,ALL/ALL/ALL,06/24,1,6701,150,ASPH-G,HIGH,50,110,,,G
AIK,ALL/ALL/0600-1800,07/25,2,5500,100,ASPH-G,MED,55,75,140,,G
AIK,ALL/ALL/0600-1800,01/19,2,3800,75,ASPH-F,,54,75,139,,G
JZI,ALL/ALL/0600-2200,04/22,2,4313,150,CONC-G,MED,45,56,,,G
JZI,ALL/ALL/0600-2200,09/27,2,5350,100,CONC-E,HIGH,60,100,,,G
CUB,ALL/ALL/0600-2200,13/31,1,5011,75,ASPH-F,MED,44,66,,,G
GMU,ALL/SAT-SUN/0700-2000,H2,4,50,50,CONC-G,PERI,20,,,,
GMU,ALL/MON-FRI/0600-2100,H2,4,50,50,CONC-G,PERI,20,,,,
GMU,ALL/SAT-SUN/0700-2000,H1,4,50,50,CONC-G,PERI,20,,,,
GMU,ALL/MON-FRI/0600-2100,H1,4,50,50,CONC-G,PERI,20,,,,
GMU,ALL/SAT-SUN/0700-2000,10/28,4,4000,80,ASPH-G,MED,43,62,,,G
GMU,ALL/MON-FRI/0600-2100,10/28,4,4000,80,ASPH-G,MED,43,62,,,G
GMU,ALL/SAT-SUN/0700-2000,01/19,4,5393,100,ASPH-E,HIGH,61,81,151,,G
GMU,ALL/MON-FRI/0600-2100,01/19,4,5393,100,ASPH-E,HIGH,61,81,151,,G
GYH,ALL/ALL/0600-1900,05/23,1,8000,150,CONC-G,HIGH,94,121,199,,G
HXD,ALL/ALL/0600-2200,03/21,1,5000,100,ASPH-G,MED,55,75,,,G
ABR,ALL/MON-FRI/0330-2400L,17/35,2,5500,100,ASPH-E,MED,63,82,139,,G
ABR,ALL/MON-FRI/0330-2400L,13/31,2,6901,100,CONC-G,HIGH,120,195,339,,G
HON,ALL/ALL/0700-SS,18/36,2,5000,75,CONC-G,MED,40,55,,,G
HON,ALL/ALL/0700-SS,12/30,2,7201,100,CONC-G,HIGH,75,150,280,395,G
PIR,ALL/SAT-SUN/0500-2200,13/31,2,6900,100,ASPH-G,HIGH,91,108,168,,G
PIR,ALL/MON-FRI/0500-2400,13/31,2,6900,100,ASPH-G,HIGH,91,108,168,,G
PIR,ALL/SAT-SUN/0500-2200,07/25,2,6880,150,ASPH-G,HIGH,91,114,180,,G
PIR,ALL/MON-FRI/0500-2400,07/25,2,6880,150,ASPH-G,HIGH,91,114,180,,G
RAP,ALL/ALL/ALL,14/32,2,8701,150,CONC-G,HIGH,140,190,300,,G
RAP,ALL/ALL/ALL,05/23,2,3601,75,ASPH-G,MED,12,,,,F
FSD,ALL/ALL/ALL,15/33,4,8000,150,CONC-G,HIGH,100,180,400,,G
FSD,ALL/ALL/ALL,03/21,4,9000,150,CONC-G,HIGH,200,200,444,,G
FSD,ALL/ALL/ALL,09/27,4,3151,75,CONC-F,MED,30,,,,G
SPF,ALL/ALL/0730-DUSK,13/31,3,6401,75,ASPH-G,MED,33,45,,,G
YKN,ALL/MON-FRI/0800-1700,02/20,2,3380,60,ASPH-E,MED,12,,,,G
YKN,ALL/MON-FRI/0800-1700,13/31,2,6094,100,CONC-E,HIGH,30,50,90,,G
TRI,ALL/ALL/ALL,09/27,2,4442,150,ASPH-F,MED,21,,,,G
TRI,ALL/ALL/ALL,05/23,2,8000,150,ASPH-G,HIGH,112,185,336,,G
CHA,ALL/ALL/ALL,02/20,2,7400,150,ASPH-G,HIGH,120,164,265,,G
CHA,ALL/ALL/ALL,15/33,2,5575,150,ASPH-G,MED,120,164,265,,G
RZR,ALL/ALL/0700-1800,03/21,1,6200,100,CONC-G,MED,20,50,65,115,G
M29,UNATNDD,03/21,1,4200,75,ASPH-G,,30,,,,G
M02,ALL/ALL/0800-1800,17/35,1,5001,75,ASPH-G,MED,16,26,,,G
HZD,ALL/SUN/1300-1700,01/19,1,5507,100,ASPH-G,MED,48,66,,,G
HZD,ALL/MON-SAT/0800-1700,01/19,1,5507,100,ASPH-G,MED,48,66,,,G
MKL,ALL/SAT-SUN/0700-1930,11/29,2,3539,100,ASPH-F,MED,27,,,,F
MKL,ALL/MON-FRI/0600-2030,11/29,2,3539,100,ASPH-F,MED,27,,,,F
MKL,ALL/SAT-SUN/0700-1930,02/20,2,6005,150,ASPH-F,HIGH,55,80,125,,F
MKL,ALL/MON-FRI/0600-2030,02/20,2,6005,150,ASPH-F,HIGH,55,80,125,,F
DKX,ALL/ALL/0700-2200,08/26,1,3499,75,ASPH-G,MED,22,,,,G
TYS,ALL/ALL/ALL,05L/23R,2,10000,150,CONC-G,HIGH,120,239,439,961,G
TYS,ALL/ALL/ALL,05R/23L,2,9000,150,ASPH-G,HIGH,75,200,270,,G
M54,"MAR - SEP/ALL/0700-1900",01/19,2,5000,100,ASPH-G,MED,24,37,,,G
M54,"OCT - FEB/ALL/0700-1700",01/19,2,5000,100,ASPH-G,MED,24,37,,,G
MNV,ALL/ALL/0900-1700,05/23,1,3643,75,ASPH-G,MED,22,35,,,G
BNA,ALL/ALL/ALL,02C/20C,4,8001,150,CONC-G,HIGH,75,209,350,,G
BNA,ALL/ALL/ALL,02L/20R,4,7704,150,CONC-G,HIGH,100,200,390,850,G
BNA,ALL/ALL/ALL,02R/20L,4,8001,150,CONC-G,HIGH,75,209,350,,G
BNA,ALL/ALL/ALL,13/31,4,11030,150,CONC-G,HIGH,75,175,250,875,G
JWN,ALL/ALL/ALL,02/20,1,6001,100,ASPH-G,MED,35,97,,,G
PHT,ALL/MON-SAT/0800-1630,02/20,1,5001,100,ASPH-G,MED,17,,,,G
ABI,ALL/ALL/ALL,17R/35L,2,7208,150,ASPH-G,HIGH,85,160,160,,G
ABI,ALL/ALL/ALL,17L/35R,2,7198,150,ASPH-G,HIGH,85,160,160,,G
AMA,ALL/ALL/ALL,04/22,2,13502,200,CONC-G,HIGH,100,200,400,,G
AMA,ALL/ALL/ALL,13/31,2,7901,150,CONC-G,HIGH,100,200,400,,G
AUS,ALL/ALL/ALL,18R/36L,5,12250,150,CONC-G,HIGH,75,210,618,913,G
AUS,ALL/ALL/ALL,18L/36R,5,9000,150,CONC-G,HIGH,75,210,618,913,G
BMT,ALL/ALL/0700-1900,13/31,1,4001,75,ASPH-E,MED,17,,,,G
BEA,UNATNDD,12/30,2,4553,75,ASPH-G,MED,25,,,,P
BPG,ALL/MON-FRI/0800-1700,17/35,2,8802,100,CONC-G,MED,60,150,200,,G
XBP,ALL/MON-FRI/0700-1600,18/36,1,5005,75,ASPH-G,MED,30,,,,F
CDS,ALL/ALL/0900-1700,18/36,2,5949,75,ASPH-G,MED,21,,,,F
CDS,ALL/ALL/0900-1700,04/22,2,4425,60,ASPH-P,,21,,,,P
CLL,ALL/ALL/0600-2200,11/29,2,5158,150,ASPH-E,MED,37,49,,,G
CLL,ALL/ALL/0600-2200,17/35,2,7000,146,ASPH-CONC-E,HIGH,78,94,156,,G
CRP,ALL/ALL/ALL,13/31,2,7510,150,ASPH-G,HIGH,150,170,245,,G
CRP,ALL/ALL/ALL,18/36,2,6080,150,ASPH-G,HIGH,150,170,245,,G
ADS,ALL/ALL/0600-2200,16/34,1,7203,100,ASPH-G,HIGH,60,120,,,G
DAL,ALL/ALL/ALL,13L/31R,2,7752,150,CONC-G,HIGH,100,200,350,,G
DAL,ALL/ALL/ALL,13R/31L,2,8800,150,CONC-G,HIGH,120,250,388,875,G
LUD,ALL/ALL/0800-1700,17/35,1,4200,60,ASPH-G,MED,12,17,,,F
DTO,ALL/ALL/0600-2200,18R/36L,2,5003,75,ASPH-E,MED,30,,,,G
DTO,ALL/ALL/0600-2200,18L/36R,2,7002,150,ASPH-F,MED,70,100,,,G
ELP,ALL/ALL/ALL,08L/26R,3,5499,75,CONC-G,MED,60,180,,,G
ELP,ALL/ALL/ALL,04/22,3,12020,150,ASPH-CONC-F,HIGH,100,180,350,,G
ELP,ALL/ALL/ALL,08R/26L,3,9025,150,ASPH-CONC-F,HIGH,100,180,350,,G
BKS,MAR-OCT/MON-FRI/0900-1600,14/32,2,3018,60,ASPH-E,,4,,,,G
BKS,NOV-FEB/ALL/0900-1700,14/32,2,3018,60,ASPH-E,,4,,,,G
BKS,MAR-OCT/MON-FRI/0900-1600,17/35,2,6006,75,ASPH-G,MED,52,80,,,G
BKS,NOV-FEB/ALL/0900-1700,17/35,2,6006,75,ASPH-G,MED,52,80,,,G
FTW,ALL/ALL/ALL,17/35,4,4005,75,ASPH-E,MED,12,50,,,G
FTW,ALL/ALL/ALL,16/34,4,7502,150,CONC-G,HIGH,80,100,190,350,G
T82,ALL/MON-FRI/0800-1700,14/32,1,5001,75,ASPH-G,MED,30,,,,G
GTU,ALL/ALL/0700-1900,18/36,2,5004,100,ASPH-G,MED,30,60,,,G
GTU,ALL/ALL/0700-1900,11/29,2,4099,75,ASPH-F,MED,12,,,,G
GVT,ALL/FRI-SAT/0730-1800,17/35,1,8030,150,ASPH-G,MED,26,,,,G
GVT,ALL/SUN-THU/0730-1700,17/35,1,8030,150,ASPH-G,MED,26,,,,G
EFD,ALL/ALL/ALL,17R/35L,3,9001,150,CONC-G,HIGH,100,190,590,800,G
EFD,ALL/ALL/ALL,17L/35R,3,4609,75,CONC-F,,24,63,145,300,G
EFD,ALL/ALL/ALL,04/22,3,8001,150,CONC-G,HIGH,100,164,300,668,G
IAH,ALL/ALL/ALL,15L/33R,5,12001,150,CONC-G,HIGH,100,200,400,800,G
IAH,ALL/ALL/ALL,08L/26R,5,9000,150,CONC-E,HIGH,75,210,409,873,G
IAH,ALL/ALL/ALL,08R/26L,5,9402,150,CONC-G,HIGH,75,210,498,873,G
IAH,ALL/ALL/ALL,15R/33L,5,10000,150,CONC-G,HIGH,75,200,400,873,G
HOU,ALL/ALL/ALL,13R/31L,3,7602,150,ASPH-G,HIGH,75,195,220,,G
HOU,ALL/ALL/ALL,13L/31R,3,5148,100,CONC-F,MED,30,45,80,,G
HOU,ALL/ALL/ALL,04/22,3,7602,150,CONC-G,HIGH,75,200,400,,G
CXO,ALL/SAT-SUN/0800-1600,01/19,2,5000,100,CONC-G,MED,30,75,,,G
CXO,ALL/MON-FRI/0800-1700,01/19,2,5000,100,CONC-G,MED,30,75,,,G
CXO,ALL/SAT-SUN/0800-1600,14/32,2,7501,150,CONC-G,HIGH,60,100,,,G
CXO,ALL/MON-FRI/0800-1700,14/32,2,7501,150,CONC-G,HIGH,60,100,,,G
AQO,ALL/FRI-MON/0700-1700,17/35,2,4202,75,ASPH-G,MED,20,,,,G
AQO,ALL/TUE-THU/0800-1700,17/35,2,4202,75,ASPH-G,MED,20,,,,G
GGG,ALL/ALL/0600-2100,13/31,2,10000,150,ASPH-G,HIGH,95,155,288,,G
GGG,ALL/ALL/0600-2100,18/36,2,6110,150,ASPH-G,MED,95,155,280,,G
LBB,ALL/ALL/ALL,08/26,3,8003,150,CONC-G,HIGH,100,170,350,,G
LBB,ALL/ALL/ALL,17R/35L,3,11500,150,CONC-G,HIGH,100,170,350,,G
LBB,ALL/ALL/ALL,17L/35R,3,2891,74,ASPH-F,,12,,,,G
T31,UNATNDD,17/35,1,4352,60,ASPH-TURF-G,MED,6,,,,G
MRF,ALL/ALL/0800-1600,04/22,3,5309,75,ASPH-G,,18,,,,G
MRF,ALL/ALL/0800-1600,13/31,3,6203,75,ASPH-G,MED,18,,,,G
MAF,ALL/ALL/ALL,04/22,4,4605,75,ASPH-G,MED,30,60,,,G
MAF,ALL/ALL/ALL,10/28,4,8302,150,ASPH-G,HIGH,160,200,350,700,G
MAF,ALL/ALL/ALL,16L/34R,4,4247,100,ASPH-G,MED,30,60,,,G
MAF,ALL/ALL/ALL,16R/34L,4,9501,150,ASPH-G,HIGH,160,200,350,700,G
MWL,ALL/ALL/0600-2000,17/35,2,4188,100,ASPH-G,MED,50,145,,,F
MWL,ALL/ALL/0600-2000,13/31,2,5996,100,ASPH-G,MED,50,145,,,F
ODO,ALL/ALL/0600-2000,02/20,3,5703,75,ASPH-G,MED,14,,,,G
ODO,ALL/ALL/0600-2000,11/29,3,6200,100,ASPH-G,MED,30,,,,G
ODO,ALL/ALL/0600-2000,16/34,3,5003,75,ASPH-E,MED,14,,,,G
SJT,ALL/ALL/0600-2200,03/21,3,5940,150,ASPH-G,HIGH,70,100,,,G
SJT,ALL/ALL/0600-2200,18/36,3,8054,150,ASPH-G,MED,70,100,,,G
SJT,ALL/ALL/0600-2200,09/27,3,4406,75,ASPH-F,MED,70,100,,,G
SSF,ALL/ALL/0700-2200,09/27,2,5000,100,ASPH-G,MED,30,75,,,G
SSF,ALL/ALL/0700-2200,14/32,2,4128,100,ASPH-G,MED,12,20,,,G
SAT,ALL/ALL/ALL,04/22,3,8505,150,CONC-G,HIGH,95,190,270,,G
SAT,ALL/ALL/ALL,13R/31L,3,8502,150,CONC-G,HIGH,95,190,270,,G
SAT,ALL/ALL/ALL,13L/31R,3,5519,100,ASPH-F,MED,59,120,,,G
GNC,ALL/SAT/0800-1200,08/26,2,5381,75,ASPH-F,MED,12,,,,P
GNC,ALL/MON-FRI/0800-1800,08/26,2,5381,75,ASPH-F,MED,12,,,,P
GNC,ALL/SAT/0800-1200,17/35,2,5002,75,ASPH-G,MED,12,,,,F
GNC,ALL/MON-FRI/0800-1800,17/35,2,5002,75,ASPH-G,MED,12,,,,F
SWI,ALL/ALL/0800-1700,16/34,1,4000,75,ASPH-F,MED,19,,,,G
TRL,ALL/ALL/0800-2000,18/36,1,5006,75,ASPH-G,MED,30,,,,G
UVA,ALL/ALL/0700-1900,15/33,1,5256,100,ASPH-G,MED,30,40,40,,G
F05,ALL/MON-SAT/0800-1700,02/20,2,5099,100,ASPH-E,MED,30,40,60,,G
F05,ALL/MON-SAT/0800-1700,16/34,2,4304,80,ASPH-F,MED,10,,,,G
VCT,ALL/SUN/0600-1800,18/36,3,4908,75,ASPH-G,MED,28,49,87,,F
VCT,ALL/SAT/0600-2000,18/36,3,4908,75,ASPH-G,MED,28,49,87,,F
VCT,ALL/MON-FRI/0600-2000,18/36,3,4908,75,ASPH-G,MED,28,49,87,,F
VCT,ALL/SUN/0600-1800,13/31,3,9111,150,ASPH-G,HIGH,28,49,87,,G
VCT,ALL/SAT/0600-2000,13/31,3,9111,150,ASPH-G,HIGH,28,49,87,,G
VCT,ALL/MON-FRI/0600-2000,13/31,3,9111,150,ASPH-G,HIGH,28,49,87,,G
ACT,ALL/ALL/0430-2400,01/19,2,7107,150,ASPH-G,HIGH,50,82,,,G
ACT,ALL/ALL/0430-2400,14/32,2,5103,150,ASPH-G,MED,50,82,,,F
BTF,"APR - SEP/SAT/0800-1800",17/35,1,4634,70,ASPH-E,LOW,12,,,,G
BTF,"OCT - MAR/MON-FRI/0800-1700",17/35,1,4634,70,ASPH-E,LOW,12,,,,G
BTF,"OCT - MAR/SAT/0800-1700",17/35,1,4634,70,ASPH-E,LOW,12,,,,G
BTF,"ALL/SUN/0800 - 1300",17/35,1,4634,70,ASPH-E,LOW,12,,,,G
BTF,"APR - SEP/MON-FRI/0800-1800",17/35,1,4634,70,ASPH-E,LOW,12,,,,G
CDC,ALL/ALL/DALGT,02/20,2,8653,150,ASPH-G,HIGH,56,76,127,142,G
CDC,ALL/ALL/DALGT,08/26,2,4822,60,ASPH-F,MED,16,,,,G
OGD,ALL/ALL/ALL,03/21,2,8107,150,ASPH-E,HIGH,85,150,,,G
OGD,ALL/ALL/ALL,17/35,2,5195,100,ASPH-G,MED,80,140,,,G
PUC,APRIL-OCT/MON-SUN/0800-1800,08/26,3,3151,75,ASPH-G,,12,,,,G
PUC,NOV-MAR/MON-SAT/0800-1700,08/26,3,3151,75,ASPH-G,,12,,,,G
PUC,APRIL-OCT/MON-SUN/0800-1800,01/19,3,8316,100,ASPH-G,HIGH,30,40,,,G
PUC,NOV-MAR/MON-SAT/0800-1700,01/19,3,8316,100,ASPH-G,HIGH,30,40,,,G
PUC,APRIL-OCT/MON-SUN/0800-1800,15/33,3,4513,75,ASPH-F,MED,13,,,,F
PUC,NOV-MAR/MON-SAT/0800-1700,15/33,3,4513,75,ASPH-F,MED,13,,,,F
PVU,JUN-OCT/ALL/0600-2200,18/36,2,6628,150,ASPH-G,MED,50,70,110,,G
PVU,NOV-MAY/ALL/0600-2100,18/36,2,6628,150,ASPH-G,MED,50,70,110,,G
PVU,JUN-OCT/ALL/0600-2200,13/31,2,8603,150,ASPH-G,HIGH,65,85,140,,G
PVU,NOV-MAY/ALL/0600-2100,13/31,2,8603,150,ASPH-G,HIGH,65,85,140,,G
RIF,ALL/ALL/0800-1700,01/19,1,7100,100,ASPH-F,MED,45,75,,,F
SGU,ALL/ALL/0600-2400,01/19,1,9300,150,ASPH-G,HIGH,75,150,,,G
U42,ALL/ALL/0700-2100,16/34,1,5862,100,ASPH-G,MED,30,43,,,G
SLC,ALL/ALL/ALL,14/32,6,4893,150,ASPH-G,HIGH,60,200,350,850,G
SLC,ALL/ALL/ALL,16L/34R,6,12002,150,ASPH-G,HIGH,60,200,350,850,G
SLC,ALL/ALL/ALL,16R/34L,6,12000,150,CONC-G,HIGH,60,200,350,850,G
SLC,ALL/ALL/ALL,17/35,6,9596,150,ASPH-G,HIGH,60,200,350,850,G
VEL,ALL/ALL/DAWN-DUSK,17/35,1,7000,100,ASPH-E,MED,45,55,,,G
ENV,ALL/ALL/0800-1800,08/26,2,10002,150,ASPH-G,MED,75,140,208,,G
ENV,ALL/ALL/0800-1800,12/30,2,8002,100,ASPH-F,MED,75,140,180,,G
RMN,ALL/ALL/0800-1800,15/33,1,5000,100,ASPH-G,HIGH,30,70,,,G
HSP,ALL/ALL/0900-1700,07/25,1,5600,100,ASPH-F,HIGH,65,160,,,G
JYO,ALL/ALL/0500-2000,17/35,1,5500,100,ASPH-G,HIGH,30,70,,,G
JFZ,ALL/MON-SAT/0800-1700,07/25,1,4299,75,ASPH-G,MED,12,18,,,F
RIC,ALL/ALL/ALL,16/34,2,9003,150,ASPH-G,HIGH,125,200,340,,G
RIC,ALL/ALL/ALL,02/20,2,6607,150,ASPH-E,HIGH,125,200,340,,G
ROA,ALL/ALL/ALL,16/34,2,5810,150,ASPH-G,HIGH,150,200,310,,G
ROA,ALL/ALL/ALL,06/24,2,6800,150,ASPH-G,HIGH,150,200,310,,G
74S,UNATNDD,18/36,1,3018,60,ASPH-G,MED,12,,,,G
AWO,ALL/M-F/0800-1700,16/34,2,5332,100,ASPH-G,MED,114,150,270,,G
AWO,ALL/M-F/0800-1700,11/29,2,3498,75,ASPH-E,,32,34,59,,G
BLI,ALL/ALL/ALL,16/34,1,6700,150,ASPH-G,HIGH,75,160,250,,G
S97,UNATNDD,07/25,1,4000,60,ASPH-G,MED,15,,,,G
BVS,ALL/ALL/0700-1900,11/29,2,5480,100,ASPH-E,MED,60,75,125,,G
BVS,ALL/ALL/0700-1900,04/22,2,3000,60,ASPH-P,LOW,12,,,,P
DEW,NOV-MAR/ALL/1000-1600,16/34,2,6101,75,ASPH-G,MED,30,50,,,F
DEW,APR-OCT/ALL/0800-1700,16/34,2,6101,75,ASPH-G,MED,30,50,,,F
DEW,NOV-MAR/ALL/1000-1600,05/23,2,3200,60,ASPH-G,,12,,,,F
DEW,APR-OCT/ALL/0800-1700,05/23,2,3200,60,ASPH-G,,12,,,,F
PAE,NOV-APR/ALL/0700-2100,16L/34R,2,3004,75,ASPH-G,MED,12,,,,G
PAE,MAY-OCT/ALL/0700-2100,16L/34R,2,3004,75,ASPH-G,MED,12,,,,G
PAE,NOV-APR/ALL/0700-2100,16R/34L,2,9010,150,ASPH-CONC-G,HIGH,100,200,350,830,G
PAE,MAY-OCT/ALL/0700-2100,16R/34L,2,9010,150,ASPH-CONC-G,HIGH,100,200,350,830,G
FHR,ALL/MON-FRI/0800-1700,16/34,1,3402,75,ASPH-G,MED,12,,,,G
MWH,ALL/ALL/ALL,18/36,5,3327,75,ASPH-G,MED,75,170,300,400,G
MWH,ALL/ALL/ALL,14R/32L,5,2936,75,CONC-G,,100,200,400,400,G
MWH,ALL/ALL/ALL,04/22,5,10000,100,CONC-G,MED,75,100,175,475,G
MWH,ALL/ALL/ALL,09/27,5,3500,90,CONC-G,NSTD,100,150,270,475,
MWH,ALL/ALL/ALL,14L/32R,5,13503,200,CONC-G,HIGH,85,155,320,600,G
OLM,ALL/ALL/0800-1800,08/26,2,4157,150,ASPH-G,,30,,,,G
OLM,ALL/ALL/0800-1800,17/35,2,5500,150,ASPH-G,HIGH,75,94,142,,P
PSC,ALL/ALL/0800-2000,03R/21L,3,4423,75,ASPH-F,,52,85,108,150,G
PSC,ALL/ALL/0800-2000,12/30,3,7704,150,ASPH-G,MED,150,200,400,,G
PSC,ALL/ALL/0800-2000,03L/21R,3,7707,150,ASPH-G,HIGH,150,200,400,,G
CLM,ALL/ALL/0900-1930,13/31,2,3255,50,ASPH-F,,30,,,,G
CLM,ALL/ALL/0900-1930,08/26,2,6347,150,ASPH-G,MED,55,66,115,,F
PUW,ALL/ALL/0800-1800,05/23,1,7100,150,ASPH-G,HIGH,120,239,385,,G
RNT,ALL/ALL/0700-DUSK,16/34,1,5382,200,ASPH-CONC-G,MED,100,130,340,,G
BFI,ALL/ALL/ALL,14L/32R,2,3709,100,ASPH-F,MED,120,250,550,1109,G
BFI,ALL/ALL/ALL,14R/32L,2,10007,200,ASPH-G,HIGH,100,200,500,800,G
GEG,ALL/ALL/ALL,08/26,2,8199,150,ASPH-G,MED,150,180,280,,G
GEG,ALL/ALL/ALL,03/21,2,11002,150,ASPH-CONC-E,HIGH,200,200,400,,G
SFF,ALL/ALL/0600-2000,04L/22R,3,4499,140,CONC-G,MED,30,,,,G
SFF,ALL/ALL/0600-2000,04R/22L,3,2650,75,ASPH-F,,30,,,,G
TIW,ALL/ALL/0700-1600,17/35,1,5002,100,ASPH-G,MED,50,80,80,150,G
ALW,ALL/ALL/0800-1800,02/20,1,6527,150,CONC-G,HIGH,60,80,130,,G
EAT,ALL/ALL/0800-1800,12/30,1,7000,150,ASPH-G,HIGH,116,192,,,G
S52,UNATNDD,13/31,1,5049,75,ASPH-E,MED,30,,,,G
YKM,"ALL/ALL/0600 - 2000",09/27,2,7604,150,ASPH-E,HIGH,95,160,220,550,G
YKM,"ALL/ALL/0600 - 2000",04/22,2,3835,150,ASPH-P,MED,70,80,120,,G
MRB,MAY-SEPT/ALL/0700-1900,08/26,1,8815,150,ASPH-CONC-G,HIGH,120,195,339,830,G
MRB,OCT-APR/ALL/0700-1900,08/26,1,8815,150,ASPH-CONC-G,HIGH,120,195,339,830,G
I18,ALL/ALL/0800-1600,04/22,1,4000,75,ASPH-E,MED,12,,,,G
ATW,ALL/ALL/ALL,03/21,2,8003,150,CONC-G,HIGH,75,160,320,,G
ATW,ALL/ALL/ALL,12/30,2,6502,150,CONC-G,HIGH,75,160,320,,G
GRB,ALL/ALL/0500-2200,06/24,2,7700,150,CONC-G,HIGH,90,160,260,,G
GRB,ALL/ALL/0500-2200,18/36,2,8700,150,CONC-G,HIGH,95,165,275,,G
ENW,ALL/ALL/0700-2100,15/33,3,4440,100,CONC-G,HIGH,62,73,135,,G
ENW,ALL/ALL/0700-2100,07R/25L,3,3302,75,ASPH-CONC-F,MED,40,48,,,G
ENW,ALL/ALL/0700-2100,07L/25R,3,6600,100,CONC-E,HIGH,62,73,135,,G
LSE,ALL/ALL/0600-2100,04/22,3,5199,150,ASPH-F,HIGH,65,110,190,,F
LSE,ALL/ALL/0600-2100,13/31,3,6050,150,ASPH-G,MED,125,190,430,,G
LSE,ALL/ALL/0600-2100,18/36,3,8742,150,CONC-G,HIGH,125,190,430,850,G
MWC,ALL/SAT-SUN/0700-2100,15L/33R,4,4103,75,ASPH-E,MED,30,,,,G
MWC,ALL/MON-FRI/0600-2100,15L/33R,4,4103,75,ASPH-E,MED,30,,,,G
MWC,ALL/SAT-SUN/0700-2100,04L/22R,4,3201,75,ASPH-E,MED,30,,,,G
MWC,ALL/MON-FRI/0600-2100,04L/22R,4,3201,75,ASPH-E,MED,30,,,,G
C35,ALL/ALL/0800-1600,07/25,2,2510,50,ASPH-G,MED,30,,,,G
C35,ALL/ALL/0800-1600,18/36,2,4840,75,ASPH-F,MED,30,,,,G
SUE,ALL/MON-SAT/0700-1700,02/20,2,4599,75,ASPH-F,MED,16,22,,,F
SUE,ALL/SUN/1000-1700,02/20,2,4599,75,ASPH-F,MED,16,22,,,F
SUE,ALL/MON-SAT/0700-1700,10/28,2,3199,75,ASPH-E,MED,16,22,,,G
SUE,ALL/SUN/1000-1700,10/28,2,3199,75,ASPH-E,MED,16,22,,,G
Y51,UNATNDD,11/29,2,4000,60,ASPH-E,MED,12,,,,G
46U,UNATNDD,13/31,1,5827,70,ASPH-G,MED,50,,,,G
CPR,ALL/ALL/ALL,03/21,2,10165,150,ASPH-G,HIGH,130,170,270,,G
CPR,ALL/ALL/ALL,08/26,2,8679,150,ASPH-F,HIGH,85,140,260,,G
CYS,ALL/ALL/0600-2200,09/27,2,9270,150,CONC-F,HIGH,75,140,150,250,G
